Title,Company,Location,Date,Description,Link
Senior Manager of ML (Remote + LLMs/AI),"Motion Recruitment Partners, LLC","Remote or Silver Spring, Maryland",Today,"Motion Recruitment delivers IT Talent Solutions across North America. Our specialized team-based recruitment model's success is proven through our track record in filling the most challenging IT positions for startup and enterprise clients. Areas of expertise range across Software, Mobile, Data, Infrastructure, Cybersecurity, Product, and UX. We're also the proud creators of Tech in Motion and the Timmy Awards, our community event series and award program connecting tech enthusiasts to meet, lea",https://www.dice.com/job-detail/98dd7b01-b8eb-49e3-8505-940fd11671e4
AI/ML Data Scientist,"Ardent Management Consulting, LLC",Remote,15d ago,"Why do you need to choose between doing important work and having a fulfilling life?At Ardent, we have both. Ardent employeesare committed to solving our customers most difficult problemsand weare committed to the well-being, personal goals, and professional development of our employee. We are All In. We put forth our strongest effort possible to get the mission accomplished and we do it together. We respect the skills and experience you bring to the Ardent team. And we provide a rewarding envir",https://www.dice.com/job-detail/ead751c4-8d15-4441-b817-b4e5da6a3898
Senior Director - AI/ML Engineering,Robert Half,"Remote or Avon, Minnesota",Today,"Description Senior Director of AI/ML Engineering, you will lead a high-performing team of engineers and data scientists, blending strategic vision with hands-on technical leadership. Working at the critical intersection of business needs and technological opportunities, you will prototype, iterate, scale, and deploy transformative AI solutions. This is your chance to redefine how AI can empower teams, solve challenges, and drive data-driven decision-making within an organization committed to inn",https://www.dice.com/job-detail/0d53ec37-db90-48bb-85d4-826123a11b58
Machine Learning Product Developer,UBS AG - Investment Banking,"Remote or Nashville, Tennessee",Today,"Your role UBS Business Solutions US LLC is seeking a Machine Learning Product Developer in Nashville, TN Are you an innovative thinker? Do you enjoy delivering enhanced change capabilities across a range of business functions? Are you passionate about IT process automation using cutting edge tooling platforms? We're looking for a Machine Learning Product Developer to: Develop, deploy, and maintain practical solutions for commercial client products. Productionize machine learning solutions in",https://www.dice.com/job-detail/a09828bb-7985-428b-a356-a325fb35c237
Remote - Machine Learning Enginee with geo spatial and churn prediction And Azure,Resource Informatics Group,"Remote or Hybrid in Seattle, Washington",Today,"Role: Machine Learning Engineer with Azure DataBricks Location: Seattle, WA - Remote Duration: Long term Rates: DOE Note: Core Machine Learning Engineers only (No GenAI and Data Scientist profiles) Key Responsibilities Model Engineering & Deployment: Build and maintain production-grade ML models with an emphasis on real-time inference, scalability, and reliability. End-to-End ML Infrastructure: Design and implement scalable ML pipelines on AWS, Google Cloud Platform, or Azure. Cross-Functional",https://www.dice.com/job-detail/2714c1f2-372c-4f12-9520-aaa54acd878e
"Sr. Manager, Machine Learning Engineering - Representation Learning","Pinterest, Inc.","Remote or San Francisco, California",Today,"About Pinterest: Millions of people around the world come to our platform to find creative ideas, dream about new possibilities and plan for memories that will last a lifetime. At Pinterest, we're on a mission to bring everyone the inspiration to create a life they love, and that starts with the people behind the product. Discover a career where you ignite innovation for millions, transform passion into growth opportunities, celebrate each other's unique experiences and embrace the flexibility",https://www.dice.com/job-detail/f8ea8fd1-5d08-46f7-b9e7-b35c2261957d
Artificial Intelligence & Machine Learning,State Street Corporation,"Boston, Massachusetts",Today,"Artificial Intelligence & Machine Learning (multiple positions) (State Street Bank and Trust Company; Boston, MA): Will work with other Automation and AI team members through the phases of use-case data exploration and prototyping to the design, implementation and deployment of Cognitive services supporting use-cases. Specific responsibilities include: Work with a team of data scientists, machine learning engineers, software engineers and QA engineers; perform data collection, preprocessing with",https://www.dice.com/job-detail/4b4b69f6-cfd5-483e-978d-65e8c5d17912
Head of AI ML Platform Engineering,Guardian Life Insurance Company,"Remote or New York, New York",Today,"Company Overview Every day, Guardian gives 27 million people the security they deserve through our insurance and wealth management products and services. Since our founding in 1860, our long-term view has helped our customers prepare for whatever life brings whether starting a family, planning for the future, or taking care of employees. Today we're a Fortune 250 company and a leading provider of life, disability and other benefits for individuals, at the workplace and through government sponsor",https://www.dice.com/job-detail/fc642d86-d280-43c5-9739-6a1cd46b675e
"Engineering Manager II, ML Platform","Pinterest, Inc.","Remote or San Francisco, California",Today,"About Pinterest: Millions of people around the world come to our platform to find creative ideas, dream about new possibilities and plan for memories that will last a lifetime. At Pinterest, we're on a mission to bring everyone the inspiration to create a life they love, and that starts with the people behind the product. Discover a career where you ignite innovation for millions, transform passion into growth opportunities, celebrate each other's unique experiences and embrace the flexibility",https://www.dice.com/job-detail/ff706d66-a161-4a87-b078-8d8fc73a5ebd
"Manager II, Machine Learning Engineering - Homefeed Relevance","Pinterest, Inc.","Remote or San Francisco, California",Today,"About Pinterest: Millions of people around the world come to our platform to find creative ideas, dream about new possibilities and plan for memories that will last a lifetime. At Pinterest, we're on a mission to bring everyone the inspiration to create a life they love, and that starts with the people behind the product. Discover a career where you ignite innovation for millions, transform passion into growth opportunities, celebrate each other's unique experiences and embrace the flexibility",https://www.dice.com/job-detail/88ed6999-ee59-4b4e-9446-5f592bd1f4ad
Machine Learning Manager - Promotional Media,"Netflix, Inc.",Remote,Today,"Netflix is one of the world's leading entertainment services, with 283 million paid memberships in over 190 countries enjoying TV series, films and games across a wide variety of genres and languages. Members can play, pause and resume watching as much as they want, anytime, anywhere, and can change their plans at any time. At Netflix, we seek to entertain the world. We are revolutionizing international storytelling by connecting 280+ million members in over 190 countries, across 30+ languages,",https://www.dice.com/job-detail/dfa2b11d-669a-431b-9441-1113bfd480e7
(REMOTE) - ML Architect / Principal Data Scientist,General Dynamics,Remote,Today,"Basic Qualifications Education Requirements: Bachelor's of Science in a STEM (Science, Technology, Engineering, Mathematics) related field, plus 8 yrs or Master's degree plus 6 yrs. Due to the nature of work performed within our facilities, U.S. citizenship is required. Responsibilities for this Position The Deep Learning Analytics Center of Excellence (DLACoE) at General Dynamics Mission Systems is actively seeking a seasoned data scientist with a robust background in Deep Learning (DL), a",https://www.dice.com/job-detail/923e9ebd-b558-4b31-b22b-056bab29a44d
Machine Learning Scientist III,Wayfair,"Boston, Massachusetts",Today,"Who we are: The Search and Recommendations Machine Learning (ML) team is at Wayfair is at the forefront of designing and implementing algorithms that define our global search experience. Using cutting-edge machine learning approaches-including deep sequence models, embeddings and multi-modal technologies-we aim to deliver a personalized and compelling experience for over 22 million active customers. Our mission is to make the user experience intuitive and efficient, helping customers discover e",https://www.dice.com/job-detail/e4014ecc-7f36-45f4-880d-bdb7d55315c4
"Senior Manager, AI/ ML Engineering - Remote",UnitedHealth Group,"Remote or Schaumburg, Illinois",Today,"UnitedHealth Group is a health care and well-being company that's dedicated to improving the health outcomes of millions around the world. We are comprised of two distinct and complementary businesses, UnitedHealthcare and Optum, working to build a better health system for all. Here, your contributions matter as they will help transform health care for years to come. Make an impact with a diverse team that shares your passion for helping others. Join us to start Caring. Connecting. Growing toget",https://www.dice.com/job-detail/03fc11b6-de2b-4070-abc3-27ab844ebb4f
"Senior Technical Program Manager AI/ML, Enterprise Infrastructure & Compliance","Shimento, Inc.",Remote,2d ago,"Senior Technical Program Manager AI/ML, Enterprise Infrastructure & Compliance Duration Long Term Location: Remote (60 70% Travel Required; Travel Expenses Paid) Industry: Financial Services / Banking Employment Type: Contract Job Summary: Seeking a highly accomplished Senior Technical Program Manager with over 10 years of experience leading enterprise-scale technology initiatives with a strong focus on AI/ML integration, infrastructure development, and regulatory compliance. The ideal candidat",https://www.dice.com/job-detail/3ff9e910-17f5-4754-ae70-5d34ff093234
"Director, AI/ML Engineering - Remote",UnitedHealth Group,"Remote or Eden Prairie, Minnesota",Today,"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by diversity and inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us adv",https://www.dice.com/job-detail/daf8d915-6577-4384-b168-da195cd5d6b3
"Vice President, AI/ML Engineering",UnitedHealth Group,"Remote or Eden Prairie, Minnesota",Today,"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by diversity and inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us adv",https://www.dice.com/job-detail/088930cc-ffc6-4b26-9e05-70329263f13b
Senior Director AI/ML Engineering - Remote,UnitedHealth Group,"Remote or Bellevue, Washington",Today,"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health op",https://www.dice.com/job-detail/376d98a3-5bdb-4bd9-a95c-16a62abc99f3
Director of Machine Learning (Hybrid),Visa Inc.,"Remote or Austin, Texas",Today,"Company Description Job Description The payments industry is undergoing rapid transformation, with constant innovation and a growing demand for secure, intelligent, and scalable solutions. As a global leader, Visa is at the forefront of this evolution-aggressively investing in cutting-edge technologies to expand our capabilities and redefine what's possible in the payments space. If you're passionate about innovation, eager to make an impact, and thrive in a fast-paced environment, the Ecosys",https://www.dice.com/job-detail/1e9b8183-b927-449b-a5a7-c61970c0b8dd
"Director, AI/ML Engineering - Remote",UnitedHealth Group,"Remote or Minnetonka, Minnesota",Today,"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health op",https://www.dice.com/job-detail/21dbeaf9-0d7f-4b7d-babb-621d539334c6
"Director, Artificial Intelligence and Machine Learning (AI/ML) Quality Oversight","Gilead Sciences, Inc.","Remote or Santa Monica, California",Today,"We're here for one reason and one reason only - to cure cancer. Every moment is dedicated to developing treatments and every action moves us one step closer to our goal. We've made incredible scientific breakthroughs and our pioneering personalized CAR T-cell therapies have changed the paradigm. But we're not finished yet. Join Kite, as we make even bigger advances in cancer therapies, and help shape where our business and medical science goes next. We believe every employee deserves a great l",https://www.dice.com/job-detail/7bbf2278-9f80-46fb-ab43-c316162fb749
Data Platform (AI/ML) Automation Senior Technical Lead (SVP) - Tampa,Citi,"Remote or Tampa, Florida",Today,"We are seeking a highly motivated and experienced Data Platform (AI/ML) Automation Senior Technical Lead (Enterprise Business Architecture & Transformation Group Manager - C14) to lead the technical direction and implementation of AI/ML automation initiatives within our data platform, focusing on creating scalable, efficient, and production-ready machine learning systems. This role combines deep technical expertise with team leadership to drive innovation in ML automation and orchestration. Requ",https://www.dice.com/job-detail/c33448ab-f8cf-4f2a-abed-0f2be9a8e78d
"Machine Learning, Optimization. Remote or Hybrid",Autodesk Inc.,Remote or California,Today,"Job Requisition ID # 25WD85714 Position Overview The work we do at Autodesk touches nearly every person on the planet. By creating software tools for making buildings, machines, and even the latest movies, we influence and empower some of the most creative people in the world. As a Principal Machine Learning Developer with a focus on model optimization, you will play a critical role ensuring high performing models that enable our customers imagine, design, and make a better world. You are an e",https://www.dice.com/job-detail/fa9ddbcd-d6b1-4091-843b-12187f488419
"Data Scientist, Machine Learning - Remote","ConsultNet, LLC",Remote,Today,"Title: Data Scientist, AI and Machine Learning Location : 100% Remote Target Start Date : ASAP Type: contract or contract to hire Pay Rate: DOE We're looking for an industry-leading Data Scientist focused on building production-level machine learning solutions. Rather than a research role, this position emphasizes applying ML/AI to real-world healthcare challenges-such as reducing costs and improving care quality. You'll work with structured and unstructured data (claims, membership, provider i",https://www.dice.com/job-detail/e4682fa6-409a-4ad3-bfa1-64ad1adce440
"Data Scientist Job Family - Generative AI, Machine Learning, Python, R - Remote",Molina Healthcare,"Remote or Long Beach, California",Today,"Job Description Job Description Job Summary Responsible for overseeing data science projects, managing and mentoring a team, and aligning data initiatives with business goals. Lead the development and implementation of data models, collaborate with cross-functional teams, and stay updated on industry trends. Ensure ethical data use and communicate complex technical concepts to non-technical stakeholders. Lead initiatives on model governance and model ops to align with regulatory and security",https://www.dice.com/job-detail/22e103ea-7f43-4f6c-9567-2164d228e9cc
"Senior Product Data Manager, AI/ML Pricing Strategy",Staples,"Framingham, Massachusetts",Today,"Job Description Senior Product Data Manager, AI/ML Pricing Strategy Staples is business to business. You're what binds us together. Our digital solutions team is more than a traditional IT organization. We are a team of passionate, collaborative, agile, inventive, customer-centric, results-oriented problem solvers. We are intellectually curious, love advancements in technology and seek to adapt technologies to drive Staples forward. We anticipate the needs of our customers and business partner",https://www.dice.com/job-detail/c32601bd-6bc0-4291-833a-0281cf288c56
"Senior Machine Learning Modeler, Financial Crimes, Block",Block Inc,Remote or California,Today,"Block is one company built from many blocks, all united by the same purpose of economic empowerment. The blocks that form our foundational teams - People, Finance, Counsel, Hardware, Information Security, Platform Infrastructure Engineering, and more - provide support and guidance at the corporate level. They work across business groups and around the globe, spanning time zones and disciplines to develop inclusive People policies, forecast finances, give legal counsel, safeguard systems, nurture",https://www.dice.com/job-detail/e819056e-ddac-4225-9702-792d7ab27238
"Senior Machine Learning Modeler, Financial Crimes, Block",Block Inc,"Remote or New York, New York",Today,"Block is one company built from many blocks, all united by the same purpose of economic empowerment. The blocks that form our foundational teams - People, Finance, Counsel, Hardware, Information Security, Platform Infrastructure Engineering, and more - provide support and guidance at the corporate level. They work across business groups and around the globe, spanning time zones and disciplines to develop inclusive People policies, forecast finances, give legal counsel, safeguard systems, nurture",https://www.dice.com/job-detail/6a2e8955-5abc-4616-82c9-73b2120cdd71
GenAI ML/MLOps Engineering Lead (Remote or Hybrid),S&P Consultants,"Remote or New York, New York",Today,"About the Role: Grade Level (for internal use): 11 About the Role: We are seeking a Lead/Associate Director of ML & MLOps Engineering - GenAI to join our ML team within the Data Science COE at S&P Global focusing on building Generative AI solutions. You will lead the engineering activities for building production grade generative AI solutions, play a pivotal role in implementing our machine learning engineering operations to ensure the seamless deployment, monitoring, and management of our ma",https://www.dice.com/job-detail/327c9b40-9d0e-44f8-9529-8b1c52610716
Senior Data Scientist- Machine Learning & Data Engineering,Allstate Insurance Company,Remote,Today,"National General is a part of The Allstate Corporation, which means we have the same innovative drive that keeps us a step ahead of our customers' evolving needs. We offer home, auto and accident and health insurance, as well as other specialty niche insurance products, through a large network of independent insurance agents, as well as directly to consumers. Job Description We are seeking a Senior Data Scientist with strong Machine Learning & Data Engineering skills, focused on developing intel",https://www.dice.com/job-detail/0a6e9c7d-6c42-4445-a386-7fc905a6ffa8
Machine Learning Scientist (L5) - Payments DSE,"Netflix, Inc.",Remote,Today,"Netflix is one of the world's leading entertainment services, with 283 million paid memberships in over 190 countries enjoying TV series, films and games across a wide variety of genres and languages. Members can play, pause and resume watching as much as they want, anytime, anywhere, and can change their plans at any time. Data is at the heart of our payment strategy and innovation at Netflix. In the Payments Data Science & Engineering team, we provide guidance to the business not only through",https://www.dice.com/job-detail/cb2fe97a-1bb5-430b-9f7e-79aea85fa3a2
"Senior Manager, AI ML Applied Field Engineering",Snowflake Inc.,Remote or Virginia,Today,"Where Data Does More. Join the Snowflake team. Our AI ML Applied Field Engineering (AFE) organization is seeking a Senior Manager to lead a highly skilled pre-sales team focusing on driving Snowflake's AI ML adoption across North America. In this role you will be managing a team of exceptional AFEs who partner with our Product sales team to understand the needs of our customers, strategize on how to navigate sales cycles, and provide value-based evaluation scenarios including demonstrations, la",https://www.dice.com/job-detail/13f03629-6d0f-4d47-9bdf-58b5fa27bd62
"Senior Machine Learning Modeler, Risk Automation ML",Block Inc,"Remote or Boston, Massachusetts",Today,"Block is one company built from many blocks, all united by the same purpose of economic empowerment. The blocks that form our foundational teams - People, Finance, Counsel, Hardware, Information Security, Platform Infrastructure Engineering, and more - provide support and guidance at the corporate level. They work across business groups and around the globe, spanning time zones and disciplines to develop inclusive People policies, forecast finances, give legal counsel, safeguard systems, nurture",https://www.dice.com/job-detail/12ae5023-2eb5-49d8-ac49-13508fae8ffd
"Senior Machine Learning Modeler, Risk Automation ML",Block Inc,Remote or California,Today,"Block is one company built from many blocks, all united by the same purpose of economic empowerment. The blocks that form our foundational teams - People, Finance, Counsel, Hardware, Information Security, Platform Infrastructure Engineering, and more - provide support and guidance at the corporate level. They work across business groups and around the globe, spanning time zones and disciplines to develop inclusive People policies, forecast finances, give legal counsel, safeguard systems, nurture",https://www.dice.com/job-detail/4d46487d-3846-42f3-979a-802d488055cf
Senior Data Scientist - ML,CVS Health,"Remote or Wellesley, Massachusetts",Today,"At CVS Health, we're building a world of health around every consumer and surrounding ourselves with dedicated colleagues who are passionate about transforming health care. As the nation's leading health solutions company, we reach millions of Americans through our local presence, digital channels and more than 300,000 purpose-driven colleagues - caring for people where, when and how they choose in a way that is uniquely more connected, more convenient and more compassionate. And we do it all w",https://www.dice.com/job-detail/90b855ad-fcee-40d0-8e38-cfe186eb0fdc
Machine Learning Scientist II,Wayfair,"Boston, Massachusetts",Today,"Candidates for this position are to be based, or plan to relocate, to Boston or Seattle, and will be expected to comply with their team's hybrid work schedule requirements. Our teams are onsite in our Boston and Seattle offices Tuesday-Thursday, and remote Monday and Friday. Who We Are: Wayfair is an online retail platform with the mission to enable everyone to live in a home they love. To do this Wayfair builds and leverages cutting edge Machine Learning and AI products and we are looking for",https://www.dice.com/job-detail/0887b53e-3477-46d7-b5d8-21cd06942563
AI/ ML Engineer,Resource 1,Remote,6d ago,"Resource 1 is in need of an Artificial Intelligence (AI)/ Machine Learning (ML) Engineer for a long-term, remote contract position. Responsibilities: Architect, build, maintain and improve new and existing suite of algorithms and their underlying systemsImplement end-to-end solutions for batch and real-time algorithms along with requisite tooling around monitoring, logging, automated testing, performance testing and A/B testingEstablish scalable and efficient automated processes for data analyse",https://www.dice.com/job-detail/a9441770-a21b-45c8-8110-88fc71df54f4
Sr Technical Writer-Must have Machine Learning product,"Trilyon, Inc.",Remote,Today,"For over 15 years, Trilyon has been at the forefront of providing comprehensive global workforce solutions and staffing services. Leveraging our extensive expertise across multiple domains such as Cloud technology, Salesforce, AI, Machine Learning, and Technical Writing, we consistently exceed expectations in catering to a wide range of requirements. Currently we are seeking a ""Technical Writer ,"" for one of our clients that is a leading multination corporation. Position: Technical Writer - Ma",https://www.dice.com/job-detail/bfc22176-f347-475d-ae4a-3060918c9950
